text,label
Nigerians can apply for financial help from a Covid-19 survival fund provided by the government,False
A video showing a can of Red Bull that tested positive for coronavirus,False
The video shows a large crowd protesting against Covid-19 restrictions in France,False
"Whether you get vaccinated or not, you will be infected with the fictional Covid-19! Everything is in the business of the pharmaceutical mafia!",False
Tasuku Honjo said that Sars-CoV-2 has arftificial origins,False
Moderna’s Covid-19 vaccine will hack human’s biological functions,False
Images of the newspaper front pages sharing vaccine misinformation,False
Miscarriages following Covid-19 shot,False
"Vaccination starts and ends on Wednesday, we are waiting for new vaccines from Thursday on",False
"Vaccines that need to be stored at -80ºC are not vaccines, but biological weapons that can change your DNA",False
Masks cause hypercapnia,False
"A video purported to show a driver sprayed sanitizer in the car, and at the moment he turned in the key to start the ignition, the car exploded.",False
Microchips for tracking people will be implanted via needles during COVID-19 vaccination. This is a practice already being done in Europe.,False
A post claims ‘compulsive mask use’ caused the spread of an infectious fungus in Florida,False
South Korea’s Prime Minister threatened to arrest citizens who refuse to receive a Covid-19 vaccination.,False
A man claims that the Pfizer vaccine will cause either Guillain-Barré syndrome or cancer. It will modify your DNA and that Christians do not accept it.,False
"A photo circulating widely on social networks shows a bottle labeled Oxford vaccine (AstraZeneca) in March 2020, and has been used to suggest that the pandemic was planned.",False
"India gave Mexico 870,000 AstraZeneca vaccines against COVID-19",False
"“Thermal Transporter” maintains a temperature of -8C for five days, which raises the question of whether in Serbia the Pfizer vaccines came in such packages, when exactly they arrived, where and how they have been stored before being delivered to Macedonia.",False
"Vaccines placed on a muddy sidewalk, outdoors, temperature not even close to minus 80 degrees. The snow is melting. Good luck to those who will be vaccinated with them. But five ladies lined up for taking pictures, like someone has the idea of what they’re doing.",False
The false message claiming that PCRs “do not detect SARS-CoV-2 but rather endogenous gene sequences” of the patient,False
"The Johns Hopkins Center for Health Security, funded by Bill Gates, has prepared a new pandemic scenario. The Spars Pandemic plan for 2025-2028 will be implemented after the absolute majority of the world’s population will agree to the coronavirus vaccination.",False
Guava leaf may cure or prevent COVID-19,False
"North Macedonian Prime Minister Zoran Zaev: It’s not my fault that there are no vaccines, Serbia is to blame",False
"She killed her unborn child, because of her stupidness without intelligence and without faith in God, SHE WAS VACCINATED against something that does not exist!",False
"The widespread use of face masks increases the contagion of COVID-19, according to graph",False
Dr. Witold Rogiewicz died because of a vaccine against COVID-19.,False
The Civil Guard has discovered 11 positive people in COVID-19 in a Mercadona supermarket in San José de la Rinconada (Seville),False
Colombia is the last country of southamerica to start of vaccination,False
DING: There are cells of aborted fetus in the coronavirus vaccine,False
You are 300-900 times more likely to die after getting the COVID-19 vaccine compared to the flu vaccine,False
"Disinformation circulates on social networks, once again, that links the Microsoft tycoon with digital certificates that would be implanted with vaccines against COVID-19.",False
"PCR tests ‘come marked’ with a positive result, as stated in a Facebook post.",False
"On social networks, a montage of images is spreading with a template used by El Tiempo to attribute a phrase to Vice President Marta Lucía Ramírez about vaccines.",False
"This is the new way of testing for Covid-19 in China, and we know very well that what came out of China is spreading all over the world. So get ready. Either we will rise against it and rebel or what you see in the picture will happen in real life.",False
The use of the mask affects respiration and with them the WHO “slowly kill us”,False
"Colombia is the last country in South America to start vaccination, according to Gustavo Bolívar.",False
While they lie with covid-19 many directors of world giant companies have resigned,False
"Former Spainish Health Minister, Salvador Illa, has tested positive for COVID-19.",False
COVID-19 vaccines use technologies never tested in humans,False
Old man died after receiving Coronavac,False
"Mandatory wearing of a mask is harmful to healthy people, research says. Protective masks cause bacterial pneumonia – more and more active cases",False
Amish religious communities have not been affected by the deadly Covid-19 pandemic.,False
Face mask use causes lung cancer,False
Bill Gates plans to insert chips into Russians first,False
Dulles brothers created WHO,False
"COVID vaccines made with RNA are not vaccines, but a gene therapy that could turn us into transgenic beings or cause us diseases",False
"Document that says Salvador Illa, candidate of the Spanish socialist party in the Catalan elections, tested positive for COVID-19 on February 6",False
ARNm vaccines change DNA,False
"Face masks cause cavities, facial deformities, and don’t protect against COVID-19.",False
"A study proved that masks can cause cancer, because it reduces the amount of oxygen in the lungs",False
"Natália Pasternak, popular Brazilian biologist, is against any form of treatment against COVID-19, and is not a real biologist",False
An article from the Tierra Pura site that states that “aborted fetuses are being used in vaccines” against COVID-19,False
"The CDC has rented a land area, where millions of “plastic coffins” purchased by this health protection agency have been stored. if they are preparing for the gravest pandemic, it may be linked to what Bill Gates meant when talking about 30 million deaths within six months.",False
US rapper Pitbull claims Covid-19 pandemic was planned,False
Hydroxychloroquine can be homemade as treatment for Covid-19,False
A study co-written by epidemiologist Anthony Fauci in 2008 concludes that the deaths registered during the 1918 pandemic are related to the use of a mask,False
Natural ingredients and plants can cure the coronavirus,False
Image of a woman who has suffered an abortion after receiving the vaccine against COVID-19,False
"The CDC inflated COVID-19 deaths by at least 1,600 percent because it changed the way death certificates are reported",False
Colombia will not pay for the vaccines purchased through the Covax program.,False
The video shows Nigerian students jumping from the second floor of a school building to avoid receiving a school-mandated COVID-19 vaccine.,False
"2020 mortality statistics in Sweden, where no restrictions were imposed, is a proof that pandemic does not exist",False
"The state of Maranhão is going to pay for “sex rooms” for prisioners, while it doesn’t have money for COVID-19 treatment",False
Vaccination is chipping proves video depicting syringe without a needle after a person was vaccinated,False
Journalist Mariana Gross was caught in large group celebrating Flamengo’s win.,False
São Paulo state paid R$ 400 million for billboards in other states celebrating “João Doria’s vaccine”,False
The Clinical Hospital and the Puerta de Hierro Hospital in Madrid treated three hundred children in the emergency room for COVID-19,False
The Government is building concentration camps for asymptomatic patients and dissidents in Orihuela (Alicante),False
US distributes ivermectin and condensed milk to those vaccinated,False
Death records in the Brazilian state of Amazonas fell 99% after a visit by the Minister of Health.,False
"A lecture was held in Pentagon in 2005 about replacing the “God Gene” in humans through vaccination, aiming to subjugate religious and radical people",False
No one can possibly know if the [COVID-19] vaccine is safe and effective because the trial is still underway,False
Futile vaccines with adverse side effects from Israel are brought to Georgia,False
All vaccines contain nagalase enzyme. This enzyme causes depopolation.,False
The WHO changed its criteria for PCR testing to hide its own lies about the pandemic.,False
A TV report says an elderly woman died minutes after being vaccinated against COVID-19,False
Police have detained discredited US researcher Judy Mikovits for “discovering evidence that deadly retroviruses are transmitted through vaccines”.,False
There is no reason to get COVID-19 vaccines because vaccinated people can still get sick and are still required to wear masks,False
Masks acidify blood and cause cancer,False
Masks aggravate lung cancer,False
Messenger RNA vaccines are transgenic substances that modify DNA and produce sterility.,False
Vaccination is harmful to people who have recovered from COVID-19,False
The latest COVID-19 case with UK strain contracted the virus three months ago in Taiwan. That means the virus could have transmitted widely during this window of time,False
A study found that long-term mask use may contribute to advanced stage lung cancer,False
Viruses do not exist. Electromagnetic waves caused every pandemic.,False
Wearing mask can cause lung cancer.,False
11 people have been arrested in a Lidl shopping mall while being positive for COVID-19,False
"Serbia has a population of 8,716,246, and only 11,000 have been vaccinated so far, which means 0.13% – everyone refuses vaccination",False
A study from University of São Paulo proved hidroxychloroquine and azitromicin are effective against COVID-19,False
The number of COVID-19 deaths in Amazonas state decreased after minister Eduardo Pazuello visited the state,False
"Doctors, nurses, policemen and firefighters are protesting in France against the new world order and the pandemic",False
Video that states the new coronavirus is going to change your DNA and that it makes 80% of the people who receive it very sick,False
U.S National Institute of Health has said that the use of masks causes deaths from bacterial pneumonia,False
Natural ingredients and plants can cure the coronavirus,False
A video of a girl suffering from severe side effects after receiving a Covid-19 vaccine,False
US pharmaceutical company Merck discontinued Covid-19 vaccine research and said recovering from the virus would be more effective.,False
The mask was discovered by the Arabs and is related to the Islamic veil.,False
Doctors and nurses who administer the coronavirus vaccine can be “tried as war criminals.”,False
"French doctors, nurses, firefighters and teachers renounce being part of the New world order",False
Russian Sputnik V vaccine against covid-19 provides complete protection with a single dose,False
Massacre in Gibraltar! “53 dead in the first 10 days of the Pfizer Vaccine!”,False
Sweden achieved herd immunity without vaccination,False
"The police has discovered 11 people who tested positive for COVID-19 in a Lidl, Gijón (Asturias)",False
An audio in Valencian says that police forces have discovered 8 people who tested positive for COVID-19 shopping in a Lidl supermarket,False
Italian doctor convicted for killing some patients to open beds in ICU unit,False
Vaccines killed 181 people in the United States,False
Video shows children coming out of anal swab test in China,False
Rio Grande do Norte state government let 4 thousand doses of COVID-19 vaccines rot,False
A man blowing vape smoke through various face masks shows that they do not help prevent the spread of coronavirus,False
The coronavirus is harmless. It has caused deaths due to wrong medical protocols.,False
Old woman died after being vaccinated against COVID-19,False
"In the autonomous community of Galicia, a law has been approved to open ‘concentration camps’ for the isolation of positives in COVID-19",False
False claims from the video about the oxygen level inside a child’s mask,False
"In Germany, 14 000 patients were treated with antibiotics, anti-inflammatory drugs, and blood thinners and because of this, all of them recovered in one day.",False
Everyone who is positive for COVID-19 in Britain will be paid £ 500,False
"Vaccine mRNA, which creates foreign proteins in our body, modifies our DNA",False
the video shows Thailand’s health minister crying while receiving a COVID-19 vaccine injection,False
The virology center of Wuhan is related with GSK and Pfizer,False
"An Assemblies of God pastor named Venceslau died after taking a COVID-19 vaccine, in Araguaína, Tocantins state",False
ARNm vaccines change DNA,False
"João Doria, governor of São Paulo, refused to send vaccines to Bauru, because of a political strife with the local mayor. The mayor visited Brasília and President Jair Bolsonaro decided to send vaccines to the city",False
"France woke up. Doctors, nurses, policemen, firemen are no longer part of the new world order. They renounced to be part of the psychopathic plandemia",False
"Albert Bourla, Pfizer’s CEO, said he would not take the company’s vaccine",False
"In 1988, NASA used cathologized chlorine dioxide as a universal antidote. It has been hidden for years by the owners of the world and BigFarma, however its benefits, applications and uses have been filtered",False
World Health Organization (WHO) has issued new advice against wearing face masks during the coronavirus pandemic.,False
Facebook said hydroxychloroquine is effective against Covid-19,False
São Paulo Governor João Doria spent R$ 400 million in public money to install billboards in 14 states to defend CoronaVac,False
"This movie “Songbird” has been made before Covid. We’ve seen a lot of similar movies, yes. But, it is interesting that in the movie the virus is called COVID-23. Stop the scene when there is news on TV and you will see. Coincidence?",False
Event 201 shows that the pandemic was planned,False
The COVID-19 mRNA vaccine is not a vaccine,False
Chlorine dioxide can cure coronavirus,False
"Portugal is on full lockdown since March and, even so, the number of cases exploded this January",False
97% of RT-PCR tests generate false diagnoses,False
Ivermectin reduced Covid-19 mortality in nursing homes in Slovakia,False
"People from the Ministry of Health are calling people for a COVID-19 survey, and ask for a code sent to your phone",False
Colombian doctor Manuel Elkin Patarroyo says that the immunity produced by vaccines against COVID-19 is short-lived.,False
"ugal is on full lockdown since March and, even so, the number of cases exploded this January",False
Baseball player Hank Aaron died after receiveing COVID-19 vaccine,False
Wearing face masks to help stop the spread of Covid-19 will cause children physical and psychological problems.,False
"César Tralli was caught rollerskating on Leblon beach, Rio de Janeiro, without masks",False
A video of a man crying in fear while a nurse attempts to give him an injection,False
A man vaccinated with Pfizer’s COVID-19 vaccine showed symptoms of Ebola as he bled out all over his body and died.,False
DENCE: 2000 Italian doctors filed lawsuits against the WHO in the European Court of Human Rights (ECHR) because treatment of patients under the guidelines received from the WHO had been causing mass deaths,False
Pfizer’s CEO refuses the vaccination and says that it is not recommended for him,False
53 deaths have occurred due to the COVID-19 vaccine in Gibraltar,False
PCRs come with a positive or negative result and doctors know which one to give to each person,False
No deaths from COVID-19 in Israel because of a cure for the virus made with lemon and baking soda,False
Two persons died after receiving the covid vaccine,False
Chlorine dioxide is non-toxic,False
"the Government of Italy has lifted all restrictions against COVID-19 after 50,000 restaurants have decided to open at the same time",False
"The former President of the United States, Barack Obama, has asked Africans not to accept the vaccine that comes from America and Europe",False
"Henry Kissinger said that “many people will die when the New World Order is established, but it will be a much better world for those who survive.”",False
Henry Kissinger has promoted mandatory vaccination to reduce the population,False
Image of US CDC’s data shows that 653 American died from Pfizer vaccine,False
Eating roasted orange and brown sugar will restore your sense of taste if you have recovered from COVID-19,False
American scientific institutions started to recommend hydroxychloroquine days after Trump leaves office,False
The video shows the street in the city being closed and anti-vaccine protests taking place in Netherlands.,False
Italy has opened ‘concentration camps’ to ‘confine children plagued by the virus’,False
“New evidence ties COVID-19 creation to research funded by Fauci”,False
Cornell University professor Robert Oswald said “COVID-19 was imaginary and fictitious.”,False
The “compulsive use of masks” is the cause of the spread of the infectious fungus Candida auris and is associated “with a 40% of hospital mortality”,False
The new coronavirus vaccines contain toxic ingredients and are more dangerous than getting COVID-19.,False
An indigenous group reported new cases of covid,False
São Paulo Governor João Doria attended the game of the Libertadores da América final without a mask,False
Centers for Disease Control and Prevention now mandates that everyone wear two face masks.,False
"Video shows boys walking bow-legged like penguins, caption says it’s after they had anal Covid test in Shijiazhuang",False
Biden’s press corps admitted COVID-19 was a hoax; the case fatality rate of COVID-19 is 0.1% to 0.3% which is the same exact case fatality rate as the regular seasonal flu,False
"An image on social networks ensures that the mask and healthy distance do not really serve to prevent the spread of the coronavirus, and highlights that this was said by a doctor named Roger Hodkinson",False
Placing onions at various points in your home will prevent you from getting sick with flu or viruses,False
Anal swabs for detecting Covid-19 are being introduced in Europe,False
“The Biden administration lost 20 million COVID vaccines.”,False
The immunity produced by the COVID-19 vaccine only works for six months.,False
A publication that claims that the Pfizer vaccine causes sterility in women,False
Old video of a Chinese man portrayed as a scared Thailand Health Minister while taking COVID-19 vaccine,False
Health professionals recommend self-medication with drugs such as azithromycin against COVID-19,False
Bee venom protects from COVID-19,False
The statements of doctor Luis Martínez that circulate in a viral chain (part II),False
COVID-19 vaccines cause infertility and autoimmune diseases,False
Video of people fainting after receiving Covid-19 vaccines in Indonesia.,False
Hundreds of children falling sick after receiving Covid-19 vaccines in Indonesia.,False
"A tonic made of onions, ginger, garlic, lemon and hot water can cure Covid-19.",False
The photo showing the crowd was taken in the Istanbul subway,False
Pfizer’s vaccine caused facial paralysis in 13 cases in Israel,False
Vaccines can transform human to transhumanism creature.,False
The Irish government installed toll warnings to alert people of the dangers of vaccines and masks,False
The statements of doctor Luis Martínez that circulate in a viral chain (part I),False
"Government of the State of São Paulo, in Brazil, denied sending vaccines to the city of Bauru.",False
"A publication that ensures that Ecuadorian doctors discovered the cure for the coronavirus, and that it is a bacterium",False
Major League Baseball (MLB) legend Hank Aaron was killed by the COVID-19 vaccine,False
Governor of São Paulo paid billboards in the capital of Mato Grosso do Sul to boast the vaccine against Covid-19.,False
The Government is granting social bonds for the whole family through a link,False
The Irish government put up a billboard saying that masks and social distancing are ineffective against COVID-19,False
Saudi Arabia will allow Haj pilgrims coming from India to visit the Haj only after showing a certificate of Corona vaccine.,False
US National Institutes of Health recommends ivermectin to treat Covid-19 patients,False
In a public meeting Putin said that he knows the diabolical plans that the world leaders have with coronavirus,False
Two children in Guinea died after receiving a COVID-19 vaccine.,False
Coronavirus does spreads through frozen food.,False
The group that represent the colombian government in the negotiation with Pfizer did not how to speak in english,False
"Coomeva Medicina prepagada recommends taking azithromycin, ivermectin and nitazoxanide to cure COVID-19 at home.",False
Rescuer from Rio de Janeiro dies because of Covid-19 vaccine,False
The Spanish Government is going to give 560 euros to those who test positive for coronavirus,False
53 people have died in Gibraltar after receiving the vaccine against COVID-19,False
Pfizer vaccination has stopped due to the death of up to 400 people in Norway.,False
Pfizer paused vaccine deliveries to Mexico due to omission of the federal government,False
Man died because of Coronavac vaccine,False
Bilderberg group is planning depopulation by vaccines.,False
"The WHO has admitted that most positive PCR results are false, and that the pandemic was “fake”",False
"A Peruvian court found Gates, Soros and Rockefeller guilty of producing SARS-CoV-2",False
The nanovaccine produced at home can cure the virus,False
COVID-19 vaccine “nullifies” 2.79% of the population,False
A video shows that the first woman to be vaccined in Presidente Figueiredo did not receive an injection,False
A nasal spray neutralizes Covid-19 in a minute.,False
Facebook posts claim the World Bank is giving loans to small businesses in Africa,False
"In the Netherlands, the protest grows into an uprising!",False
"The horrific effects of the vaccine that the corrupt world media are silent about range from rapid death after the first dose, to paralysis of the body and facial paralysis, neurological disorders, while the happiest, like those in India, are threatened only by impotence.",False
"Atlanta baseball legend Hank Aaron’s death linked to his Moderna Covid-19 vaccination,",False
Chlorine dioxide is an alternative to vaccination against COVID-19,False
A video shows that German politician Roland Grillmeier faked his Covid-19 vaccination,False
"Colombian Defense Minister Carlos Holmes Trujillo, who died of COVID-19, was infected at a party.",False
Governor of São Paulo decrees isolation measures in the state and travels to the state of Rio de Janeiro the following weekend,False
Joe Biden said chloroquine is effective against Covid-19,False
Brazilian ex-president Lula’s son bought 20% of the shares of Sinovac Biotech,False
The WHO has admitted that COVID-19 test results grossly exceeded the number of infected people,False
WHO announced that PCR tests give false positive results immediately after Biden took the office.,False
"An image that shows that the vice president of Argentina, Cristina Fernández de Kirchner, was vaccinated by a fake nurse named Máximo Estévez",False
Pfizer / BioNTech vaccine less effective than expected,False
An image say that the plan of Bill Gates with the pandemic is introduce a chip through covid vaccines,False
A chain that circulates on WhatsApp that indicates that the Province of Buenos Aires (Argentina) is looking for volunteers for the vaccination campaign,False
Masks have negative impacts on 68% of children.,False
"Lula’s son, Fabio Lula da Silva, and João Doria, governor of São Paulo, conspired to buy stocks from Sinovac. Nowadays, Lula’s son owns 20% of the company",False
lly false: Pfizer tested an antibiotic on minors in Nigeria leaving about 200 people dead,False
“Ivermectin is a drug that can eliminate the coronavirus in 48 hours”,False
Actor Fernanda Torres said she hoped that COVID-19 helped eliminate Bolsonaro’s supporters,False
Covid-19 vaccines alter the genetic code and can cause cancer,False
"Luciano Hang, Bolsonaro’s militant businessman, donated 200 oxygen cylinders to the state of Amazonas",False
The COVID-19 antigen tests in this image come prepared to test positive or negative,False
WHO Has Ranked Sri Lanka Fifth Best Country For Covid-19 Response,False
A woman died in few seconds after taking COVID vaccine,False
Ecuador find the cure for coronavirus,False
WHO now saying you do not need to wear a mask.,False
Clinical trials in Indonesia recorded Sinovac’s COVID-19 vaccine as having a 91.25% efficacy rate.,False
Amapá state has adopted “early treatment” protocol and has the lowest lethality rates in the world,False
"Joe Biden has stated hydroxychloroquine is effective against COVID-19, and the media refused to criticize him",False
"Carlos Bolsonaro, son of President Jair Bolsonaro, skipped the line and received a dose of the Covid-19 vaccine",False
Bogotá has more ICU beds than Peru and Chile.,False
"People who refuse to be vaccinated will receive a series of bans: Without confirmation of being vaccinated they will not be able to visit restaurants, cafes, cinemas…",False
Image that places migrants as a priority group for vaccination against COVID-19 is an official document of the Ministry of Health,False
A study published in Nature says between the lines that 80.2% of PCR positives are false,False
The National Death Index indicates that there were fewer deaths in 2020 than in 2019,False
"The COVID-19 vaccine is not designed to prevent infection, but to prevent the disease from worsening.",False
"The UN publishes the list of countries that have purchased COVID vaccines from the different laboratories when, when and from whom they bought, MEXICO is not on that list",False
the image shows President Joe Biden and former Secretary of State Hillary Clinton forgoing face masks in private during the COVID-19 pandemic.,False
DING: The PCR test inventor Kary Mullis said it can’t be used in COVID-19 virus detection,False
"People queuing in Sierra Nevada after the Government of Andalusia approved the mobility restriction measures on January 16, 2021",False
"The newspaper Diario Sur has published that Malaga, Marbella and practically the entire Costa del Sol will close all non-essential activity",False
"The answer comes from the EMA (European Medical Agency) which formulated three “main objections” to this vaccine: lack of approval for some production plants, lack of data on commercial vaccine batches, and most importantly, the fact that significant differences were found between commercial series and those applied during clinical trials. It is the last point that causes the greatest concern among researchers dealing with vaccine quality assessments.",False
WHO Has Ranked Sri Lanka Fifth Best Country For Covid-19 Response,False
Presidential Spokesperson Harry Roque said the poor have no right to be fussy about which COVID-19 vaccine they will receive from the government.,False
Luzon and the entire Philippines will be put under “total lockdown.”,False
The AstraZeneca vaccine contains genetically modified embryonic human kidney cells. It can be obtained in human or human embryos reared in test tubes,False
COVID-19 vaccines produce seizures,False
"Hank Aaron’s death was a result of being vaccinated against COVID-19 in early January,",False
HOSPITALS ON LOCKDOWN AS FIRST COVID VACCINE PATIENTS START EATING OTHER PATIENTS,False
Nobel medicine Tasuku Honjo said that coronavirus was not natural,False
This video shows an empty hospital in Switerland during the pandemic,False
A video circulating on social networks claims that taking ibuprofen and influenza fights COVID and even reduces mortality from the disease,False
"Representative Carlos Bolsonaro, son of president Jair Bolsonaro, was immunized",False
"The World Health Organization released guidance to laboratories to reduce the cycle count in PCR tests, as the current cycle counts are too high and result in false-positives.",False
"“In Australia the whole country takes ivermectin.” Supposedly, this antiparasitic makes you “immune to COVID-19” and therefore in that nation “there was not a single infected or a single death.”",False
The drug regulatory agency Anvisa doubted Coronavac’s efficacy,False
"Pfizer and Moderna’s COVID-19 vaccines are not classical vaccines, since they were obtained through a combination of gene synthesis and DNA technology. The vaccine will change coding in a human gene. After vaccination, 80% of vaccinated people experienced clinical side effects.",False
Jair Bolsonaro disobeyed the Supreme Court and committed a crime of responsibility by ordering the sending of supplies and equipment to Amazonas,False
"The Mayor of Bogotá, Claudia López, said in January that it was “very possible” that the increase in infections in the city at that time was related to SARS-CoV-2 mutations.",False
Two nurses had serious adverse effects after being immunized with Coronavac,False
The health authority has closed the store of a Chinese person in Gáldar (Gran Canaria) due to an outbreak of Covid-19,False
The United States are officially recommending hydroxychloroquine against COVID-19,False
Photos of two nurses that had severe adverse reactions against COVID-19 and were admitted to a hospital,False
Vaccines are “black magic” and cause cancer.,False
An Indian Muslim cleric talking about a mind-controlling microchip injected through Covid-19 vaccinations.,False
"Carlos Bolsonaro, Jair Bolsonaro’s son, was seen taking a jab at a Military Hospital in Rio, despite not being in any priority group",False
Pfizer-BioNTech vaccine caused up to 400 deaths in Norway,False
23 people are “dead from” the Pfizer-BioNTech coronavirus vaccine in Norway.,False
"Poland, Sweden and Norway have filed a lawsuit against the WHO for infecting Europe",False
HOSPITALS ON LOCKDOWN AS FIRST COVID VACCINE PATIENTS START EATING OTHER PATIENTS,False
A video of a man fainting after receiving the Covid-19 vaccine in Indonesia’s West Nusa Tenggara province,False
Rothschild family patented Covid-19 test kits back in 2015,False
World Health Organization (WHO) ranked Sri Lanka fifth in a table of countries’ responses to the coronavirus pandemic.,False
WHO made a statement and admitted that PCR tests are futile when it comes to coronavirus detection.,False
Sinovac announced the effectiveness of the CoronaVac vaccine as 70 percent,False
A supplemental or medicinal oxygen tank can be substituted with a handmade “oxygenator” from a nebulizer or a fish tank pump.,False
Coronavac rate of efficiency is 0.38%,False
"Nurses were hospitalized in Paraty, Rio de Janeiro, after taking a dose of the vaccine produced by chinese company Sinovac Biotech",False
Vaccination against COVID-19 in Colombia began on January 21,False
"President of the Community of Madrid says that in health crises investors, people who risk, are the heroes",False
"Is this the “gift” that Vucic is giving to our idiot ?! Since they do not allow it in Serbia, give it to the Vardar Banovina!",False
The ARNm vaccine changes DNA.,False
Vaccines production requires abortions as part of the process.,False
Colombia started with covid vaccination,False
Covax vaccines are free and the colombian government did not pay for them,False
A video showing that a woman in Quilmes (Argentina) was vaccinated with a needleless syringe,False
"Home Ministry Orders To Close Schools, Colleges due to Covid",False
The creator of the PCR tests said that they do not detect the new coronavirus,False
A Cornell University professor said seven university labs are suing US health authorities for fraud after determining that Covid-19 does not exist.,False
A doctor in Pakistan offering free treatment to those in need.,False
Bill Gates stated that the COVID-19 vaccine includes nanorobots and the second shot is needed to activate them via electronic energy.,False
On the website apoyo-economico.com/# it is possible to register to request Ingreso Solidario.,False
The Mayor of Bogota said that the capital was the second city in America with more ICU beds after New York,False
COVID-19 vaccine causes strong shivering as one of the side effects,False
COVID-19 vaccine infects the cells of the human body,False
Wearing face masks is no longer mandatory in Wuhan,False
President Jair Bolsonaro deleted all social media photos promoting chloroquine,False
World Health Organization changed COVID-19 testing protocols for political reasons following Joe Biden’s inauguration and admitted that false-positive cases had been inflating the case count.,False
"Home Ministry Orders To Close Schools, Colleges due to Covid",False
